Vardas              Pavarde             Galutinis (Vid.)
Vardas88964         Pavarde88964        1.64
Vardas94041         Pavarde94041        1.64
Vardas77193         Pavarde77193        1.64
Vardas58154         Pavarde58154        1.64
Vardas40464         Pavarde40464        1.64
Vardas72858         Pavarde72858        1.64
Vardas12052         Pavarde12052        1.64
Vardas83095         Pavarde83095        1.64
Vardas87224         Pavarde87224        1.64
Vardas44767         Pavarde44767        1.64
Vardas60182         Pavarde60182        1.64
Vardas19702         Pavarde19702        1.64
Vardas11703         Pavarde11703        1.64
Vardas50370         Pavarde50370        1.64
Vardas34256         Pavarde34256        1.64
Vardas88005         Pavarde88005        1.64
Vardas75840         Pavarde75840        1.64
Vardas60726         Pavarde60726        1.64
Vardas66418         Pavarde66418        1.64
Vardas5869          Pavarde5869         1.64
Vardas43604         Pavarde43604        1.64
Vardas90615         Pavarde90615        1.64
Vardas62792         Pavarde62792        1.64
Vardas67315         Pavarde67315        1.64
Vardas68330         Pavarde68330        1.64
Vardas55188         Pavarde55188        1.64
Vardas21194         Pavarde21194        1.64
Vardas6151          Pavarde6151         1.64
Vardas22638         Pavarde22638        1.64
Vardas19856         Pavarde19856        1.64
Vardas74389         Pavarde74389        1.64
Vardas27474         Pavarde27474        1.64
Vardas92717         Pavarde92717        1.64
Vardas27698         Pavarde27698        1.64
Vardas120           Pavarde120          1.64
Vardas62835         Pavarde62835        1.64
Vardas84270         Pavarde84270        1.64
Vardas27825         Pavarde27825        1.64
Vardas80872         Pavarde80872        1.64
Vardas35992         Pavarde35992        1.64
Vardas16430         Pavarde16430        1.64
Vardas67221         Pavarde67221        1.64
Vardas67753         Pavarde67753        1.72
Vardas11648         Pavarde11648        1.72
Vardas1310          Pavarde1310         1.72
Vardas54030         Pavarde54030        1.72
Vardas58816         Pavarde58816        1.72
Vardas21733         Pavarde21733        1.72
Vardas86933         Pavarde86933        1.72
Vardas7686          Pavarde7686         1.72
Vardas84204         Pavarde84204        1.72
Vardas28398         Pavarde28398        1.72
Vardas16060         Pavarde16060        1.72
Vardas49662         Pavarde49662        1.72
Vardas47270         Pavarde47270        1.72
Vardas60289         Pavarde60289        1.72
Vardas63411         Pavarde63411        1.72
Vardas39317         Pavarde39317        1.72
Vardas63875         Pavarde63875        1.72
Vardas73778         Pavarde73778        1.72
Vardas8062          Pavarde8062         1.72
Vardas86253         Pavarde86253        1.72
Vardas87409         Pavarde87409        1.72
Vardas29066         Pavarde29066        1.72
Vardas94118         Pavarde94118        1.72
Vardas15839         Pavarde15839        1.72
Vardas31545         Pavarde31545        1.72
Vardas14773         Pavarde14773        1.72
Vardas82879         Pavarde82879        1.72
Vardas72441         Pavarde72441        1.72
Vardas71158         Pavarde71158        1.72
Vardas84664         Pavarde84664        1.72
Vardas61032         Pavarde61032        1.72
Vardas49856         Pavarde49856        1.72
Vardas76054         Pavarde76054        1.72
Vardas16347         Pavarde16347        1.72
Vardas44019         Pavarde44019        1.72
Vardas64122         Pavarde64122        1.72
Vardas87025         Pavarde87025        1.72
Vardas86991         Pavarde86991        1.72
Vardas15709         Pavarde15709        1.72
Vardas93472         Pavarde93472        1.72
Vardas67915         Pavarde67915        1.72
Vardas32957         Pavarde32957        1.72
Vardas83702         Pavarde83702        1.72
Vardas28133         Pavarde28133        1.72
Vardas17735         Pavarde17735        1.72
Vardas29001         Pavarde29001        1.72
Vardas70364         Pavarde70364        1.72
Vardas85950         Pavarde85950        1.72
Vardas43633         Pavarde43633        1.72
Vardas94183         Pavarde94183        1.72
Vardas29913         Pavarde29913        1.72
Vardas38957         Pavarde38957        1.72
Vardas39388         Pavarde39388        1.72
Vardas29653         Pavarde29653        1.72
Vardas67168         Pavarde67168        1.72
Vardas15400         Pavarde15400        1.72
Vardas76389         Pavarde76389        1.72
Vardas37483         Pavarde37483        1.72
Vardas82717         Pavarde82717        1.72
Vardas9541          Pavarde9541         1.72
Vardas41802         Pavarde41802        1.72
Vardas98726         Pavarde98726        1.72
Vardas36765         Pavarde36765        1.72
Vardas78744         Pavarde78744        1.72
Vardas12651         Pavarde12651        1.76
Vardas19102         Pavarde19102        1.80
Vardas92438         Pavarde92438        1.80
Vardas6573          Pavarde6573         1.80
Vardas29519         Pavarde29519        1.80
Vardas95125         Pavarde95125        1.80
Vardas47441         Pavarde47441        1.80
Vardas50953         Pavarde50953        1.80
Vardas18820         Pavarde18820        1.80
Vardas24025         Pavarde24025        1.80
Vardas98751         Pavarde98751        1.80
Vardas35658         Pavarde35658        1.80
Vardas68864         Pavarde68864        1.80
Vardas82409         Pavarde82409        1.80
Vardas1621          Pavarde1621         1.80
Vardas40642         Pavarde40642        1.80
Vardas45827         Pavarde45827        1.80
Vardas15361         Pavarde15361        1.80
Vardas52492         Pavarde52492        1.80
Vardas40141         Pavarde40141        1.80
Vardas62820         Pavarde62820        1.80
Vardas89498         Pavarde89498        1.80
Vardas91125         Pavarde91125        1.80
Vardas50103         Pavarde50103        1.80
Vardas56515         Pavarde56515        1.80
Vardas51408         Pavarde51408        1.80
Vardas26930         Pavarde26930        1.80
Vardas37744         Pavarde37744        1.80
Vardas91990         Pavarde91990        1.80
Vardas65738         Pavarde65738        1.80
Vardas86326         Pavarde86326        1.80
Vardas21626         Pavarde21626        1.80
Vardas77967         Pavarde77967        1.80
Vardas9824          Pavarde9824         1.80
Vardas72662         Pavarde72662        1.80
Vardas41994         Pavarde41994        1.80
Vardas42511         Pavarde42511        1.80
Vardas89065         Pavarde89065        1.80
Vardas83696         Pavarde83696        1.80
Vardas53672         Pavarde53672        1.80
Vardas4110          Pavarde4110         1.80
Vardas63062         Pavarde63062        1.80
Vardas76819         Pavarde76819        1.80
Vardas57322         Pavarde57322        1.80
Vardas9724          Pavarde9724         1.80
Vardas50129         Pavarde50129        1.80
Vardas85363         Pavarde85363        1.80
Vardas33765         Pavarde33765        1.80
Vardas19826         Pavarde19826        1.80
Vardas60535         Pavarde60535        1.80
Vardas44414         Pavarde44414        1.80
Vardas41266         Pavarde41266        1.80
Vardas73300         Pavarde73300        1.80
Vardas72335         Pavarde72335        1.80
Vardas26470         Pavarde26470        1.80
Vardas17000         Pavarde17000        1.80
Vardas6373          Pavarde6373         1.80
Vardas74890         Pavarde74890        1.80
Vardas85351         Pavarde85351        1.80
Vardas2526          Pavarde2526         1.80
Vardas24414         Pavarde24414        1.80
Vardas37388         Pavarde37388        1.80
Vardas57493         Pavarde57493        1.80
Vardas94228         Pavarde94228        1.80
Vardas87662         Pavarde87662        1.80
Vardas37405         Pavarde37405        1.80
Vardas1893          Pavarde1893         1.80
Vardas96070         Pavarde96070        1.80
Vardas67672         Pavarde67672        1.80
Vardas90150         Pavarde90150        1.80
Vardas94784         Pavarde94784        1.80
Vardas46848         Pavarde46848        1.80
Vardas15275         Pavarde15275        1.80
Vardas38332         Pavarde38332        1.80
Vardas64515         Pavarde64515        1.80
Vardas59472         Pavarde59472        1.80
Vardas64565         Pavarde64565        1.80
Vardas7574          Pavarde7574         1.80
Vardas33502         Pavarde33502        1.80
Vardas99236         Pavarde99236        1.80
Vardas76390         Pavarde76390        1.80
Vardas36430         Pavarde36430        1.80
Vardas70843         Pavarde70843        1.80
Vardas40800         Pavarde40800        1.80
Vardas80282         Pavarde80282        1.80
Vardas95022         Pavarde95022        1.80
Vardas53493         Pavarde53493        1.80
Vardas42093         Pavarde42093        1.80
Vardas1508          Pavarde1508         1.80
Vardas34123         Pavarde34123        1.80
Vardas10637         Pavarde10637        1.80
Vardas99356         Pavarde99356        1.80
Vardas94142         Pavarde94142        1.80
Vardas88173         Pavarde88173        1.80
Vardas82689         Pavarde82689        1.80
Vardas50497         Pavarde50497        1.84
Vardas67003         Pavarde67003        1.84
Vardas73939         Pavarde73939        1.84
Vardas41671         Pavarde41671        1.88
Vardas82506         Pavarde82506        1.88
Vardas68077         Pavarde68077        1.88
Vardas9660          Pavarde9660         1.88
Vardas8045          Pavarde8045         1.88
Vardas69454         Pavarde69454        1.88
Vardas50753         Pavarde50753        1.88
Vardas1360          Pavarde1360         1.88
Vardas86801         Pavarde86801        1.88
Vardas68146         Pavarde68146        1.88
Vardas47399         Pavarde47399        1.88
Vardas20691         Pavarde20691        1.88
Vardas84237         Pavarde84237        1.88
Vardas29984         Pavarde29984        1.88
Vardas51900         Pavarde51900        1.88
Vardas39634         Pavarde39634        1.88
Vardas68204         Pavarde68204        1.88
Vardas14922         Pavarde14922        1.88
Vardas8637          Pavarde8637         1.88
Vardas85091         Pavarde85091        1.88
Vardas35246         Pavarde35246        1.88
Vardas68228         Pavarde68228        1.88
Vardas81977         Pavarde81977        1.88
Vardas62041         Pavarde62041        1.88
Vardas21110         Pavarde21110        1.88
Vardas31027         Pavarde31027        1.88
Vardas35879         Pavarde35879        1.88
Vardas4756          Pavarde4756         1.88
Vardas92346         Pavarde92346        1.88
Vardas73400         Pavarde73400        1.88
Vardas78739         Pavarde78739        1.88
Vardas29720         Pavarde29720        1.88
Vardas4775          Pavarde4775         1.88
Vardas31868         Pavarde31868        1.88
Vardas48229         Pavarde48229        1.88
Vardas60198         Pavarde60198        1.88
Vardas70517         Pavarde70517        1.88
Vardas94413         Pavarde94413        1.88
Vardas94518         Pavarde94518        1.88
Vardas17176         Pavarde17176        1.88
Vardas2333          Pavarde2333         1.88
Vardas79110         Pavarde79110        1.88
Vardas74163         Pavarde74163        1.88
Vardas29521         Pavarde29521        1.88
Vardas60262         Pavarde60262        1.88
Vardas557           Pavarde557          1.88
Vardas16522         Pavarde16522        1.88
Vardas4948          Pavarde4948         1.88
Vardas94349         Pavarde94349        1.88
Vardas60423         Pavarde60423        1.88
Vardas46212         Pavarde46212        1.88
Vardas18566         Pavarde18566        1.88
Vardas81539         Pavarde81539        1.88
Vardas15047         Pavarde15047        1.88
Vardas28164         Pavarde28164        1.88
Vardas41009         Pavarde41009        1.88
Vardas55395         Pavarde55395        1.88
Vardas14488         Pavarde14488        1.88
Vardas68467         Pavarde68467        1.88
Vardas98079         Pavarde98079        1.88
Vardas60631         Pavarde60631        1.88
Vardas46508         Pavarde46508        1.88
Vardas80816         Pavarde80816        1.88
Vardas61394         Pavarde61394        1.88
Vardas68552         Pavarde68552        1.88
Vardas40867         Pavarde40867        1.88
Vardas22104         Pavarde22104        1.88
Vardas34054         Pavarde34054        1.88
Vardas15662         Pavarde15662        1.88
Vardas82779         Pavarde82779        1.88
Vardas11857         Pavarde11857        1.88
Vardas14988         Pavarde14988        1.88
Vardas16753         Pavarde16753        1.88
Vardas17943         Pavarde17943        1.88
Vardas52967         Pavarde52967        1.88
Vardas67653         Pavarde67653        1.88
Vardas18954         Pavarde18954        1.88
Vardas45075         Pavarde45075        1.88
Vardas90950         Pavarde90950        1.88
Vardas54317         Pavarde54317        1.88
Vardas51073         Pavarde51073        1.88
Vardas40727         Pavarde40727        1.88
Vardas71462         Pavarde71462        1.88
Vardas87512         Pavarde87512        1.88
Vardas68680         Pavarde68680        1.88
Vardas51388         Pavarde51388        1.88
Vardas12225         Pavarde12225        1.88
Vardas27363         Pavarde27363        1.88
Vardas20357         Pavarde20357        1.88
Vardas53200         Pavarde53200        1.88
Vardas1915          Pavarde1915         1.88
Vardas1912          Pavarde1912         1.88
Vardas40562         Pavarde40562        1.88
Vardas22946         Pavarde22946        1.88
Vardas65428         Pavarde65428        1.88
Vardas5561          Pavarde5561         1.88
Vardas47953         Pavarde47953        1.88
Vardas27304         Pavarde27304        1.88
Vardas38051         Pavarde38051        1.88
Vardas25860         Pavarde25860        1.88
Vardas14299         Pavarde14299        1.88
Vardas145           Pavarde145          1.88
Vardas70011         Pavarde70011        1.88
Vardas50262         Pavarde50262        1.88
Vardas42145         Pavarde42145        1.88
Vardas66028         Pavarde66028        1.88
Vardas75841         Pavarde75841        1.88
Vardas3575          Pavarde3575         1.88
Vardas38634         Pavarde38634        1.88
Vardas47303         Pavarde47303        1.88
Vardas33518         Pavarde33518        1.88
Vardas67076         Pavarde67076        1.88
Vardas63116         Pavarde63116        1.88
Vardas40148         Pavarde40148        1.88
Vardas91123         Pavarde91123        1.88
Vardas43945         Pavarde43945        1.88
Vardas43908         Pavarde43908        1.88
Vardas21919         Pavarde21919        1.88
Vardas96598         Pavarde96598        1.88
Vardas3535          Pavarde3535         1.88
Vardas49875         Pavarde49875        1.88
Vardas75240         Pavarde75240        1.88
Vardas81883         Pavarde81883        1.88
Vardas10142         Pavarde10142        1.88
Vardas86647         Pavarde86647        1.88
Vardas84088         Pavarde84088        1.88
Vardas69326         Pavarde69326        1.88
Vardas77199         Pavarde77199        1.88
Vardas1243          Pavarde1243         1.88
Vardas37131         Pavarde37131        1.88
Vardas84606         Pavarde84606        1.88
Vardas34677         Pavarde34677        1.88
Vardas41688         Pavarde41688        1.88
Vardas50374         Pavarde50374        1.88
Vardas49623         Pavarde49623        1.92
Vardas97873         Pavarde97873        1.92
Vardas47844         Pavarde47844        1.92
Vardas65403         Pavarde65403        1.92
Vardas49774         Pavarde49774        1.92
Vardas69192         Pavarde69192        1.92
Vardas78359         Pavarde78359        1.96
Vardas15939         Pavarde15939        1.96
Vardas89865         Pavarde89865        1.96
Vardas81774         Pavarde81774        1.96
Vardas85065         Pavarde85065        1.96
Vardas12880         Pavarde12880        1.96
Vardas44530         Pavarde44530        1.96
Vardas86674         Pavarde86674        1.96
Vardas84994         Pavarde84994        1.96
Vardas92490         Pavarde92490        1.96
Vardas17551         Pavarde17551        1.96
Vardas31766         Pavarde31766        1.96
Vardas88805         Pavarde88805        1.96
Vardas81162         Pavarde81162        1.96
Vardas28677         Pavarde28677        1.96
Vardas4446          Pavarde4446         1.96
Vardas40242         Pavarde40242        1.96
Vardas25632         Pavarde25632        1.96
Vardas77810         Pavarde77810        1.96
Vardas61287         Pavarde61287        1.96
Vardas6203          Pavarde6203         1.96
Vardas51630         Pavarde51630        1.96
Vardas91239         Pavarde91239        1.96
Vardas65764         Pavarde65764        1.96
Vardas4736          Pavarde4736         1.96
Vardas26190         Pavarde26190        1.96
Vardas21248         Pavarde21248        1.96
Vardas5070          Pavarde5070         1.96
Vardas87676         Pavarde87676        1.96
Vardas20786         Pavarde20786        1.96
Vardas74517         Pavarde74517        1.96
Vardas29265         Pavarde29265        1.96
Vardas9136          Pavarde9136         1.96
Vardas43311         Pavarde43311        1.96
Vardas35130         Pavarde35130        1.96
Vardas78516         Pavarde78516        1.96
Vardas43377         Pavarde43377        1.96
Vardas69317         Pavarde69317        1.96
Vardas55128         Pavarde55128        1.96
Vardas26229         Pavarde26229        1.96
Vardas83211         Pavarde83211        1.96
Vardas66106         Pavarde66106        1.96
Vardas36219         Pavarde36219        1.96
Vardas99542         Pavarde99542        1.96
Vardas98608         Pavarde98608        1.96
Vardas35711         Pavarde35711        1.96
Vardas83353         Pavarde83353        1.96
Vardas92371         Pavarde92371        1.96
Vardas32812         Pavarde32812        1.96
Vardas83728         Pavarde83728        1.96
Vardas70120         Pavarde70120        1.96
Vardas6659          Pavarde6659         1.96
Vardas40285         Pavarde40285        1.96
Vardas90179         Pavarde90179        1.96
Vardas18303         Pavarde18303        1.96
Vardas93402         Pavarde93402        1.96
Vardas57611         Pavarde57611        1.96
Vardas57609         Pavarde57609        1.96
Vardas14357         Pavarde14357        1.96
Vardas37507         Pavarde37507        1.96
Vardas85454         Pavarde85454        1.96
Vardas35403         Pavarde35403        1.96
Vardas33216         Pavarde33216        1.96
Vardas71386         Pavarde71386        1.96
Vardas84534         Pavarde84534        1.96
Vardas58978         Pavarde58978        1.96
Vardas80171         Pavarde80171        1.96
Vardas2651          Pavarde2651         1.96
Vardas87568         Pavarde87568        1.96
Vardas35723         Pavarde35723        1.96
Vardas73708         Pavarde73708        1.96
Vardas3519          Pavarde3519         1.96
Vardas91148         Pavarde91148        1.96
Vardas9501          Pavarde9501         1.96
Vardas74610         Pavarde74610        1.96
Vardas59039         Pavarde59039        1.96
Vardas25310         Pavarde25310        1.96
Vardas8357          Pavarde8357         1.96
Vardas35778         Pavarde35778        1.96
Vardas44735         Pavarde44735        1.96
Vardas44666         Pavarde44666        1.96
Vardas98604         Pavarde98604        1.96
Vardas22219         Pavarde22219        1.96
Vardas8701          Pavarde8701         1.96
Vardas22387         Pavarde22387        1.96
Vardas95671         Pavarde95671        1.96
Vardas87537         Pavarde87537        1.96
Vardas99640         Pavarde99640        1.96
Vardas99330         Pavarde99330        1.96
Vardas83067         Pavarde83067        1.96
Vardas41565         Pavarde41565        1.96
Vardas47395         Pavarde47395        1.96
Vardas79623         Pavarde79623        1.96
Vardas78266         Pavarde78266        1.96
Vardas7481          Pavarde7481         1.96
Vardas57404         Pavarde57404        1.96
Vardas18405         Pavarde18405        1.96
Vardas35190         Pavarde35190        1.96
Vardas14983         Pavarde14983        1.96
Vardas73644         Pavarde73644        1.96
Vardas41540         Pavarde41540        1.96
Vardas43777         Pavarde43777        1.96
Vardas26100         Pavarde26100        1.96
Vardas97900         Pavarde97900        1.96
Vardas30810         Pavarde30810        1.96
Vardas42600         Pavarde42600        1.96
Vardas76904         Pavarde76904        1.96
Vardas81709         Pavarde81709        1.96
Vardas3873          Pavarde3873         1.96
Vardas73218         Pavarde73218        1.96
Vardas93088         Pavarde93088        1.96
Vardas79593         Pavarde79593        1.96
Vardas83013         Pavarde83013        1.96
Vardas13060         Pavarde13060        1.96
Vardas3860          Pavarde3860         1.96
Vardas92677         Pavarde92677        1.96
Vardas98235         Pavarde98235        1.96
Vardas20732         Pavarde20732        1.96
Vardas36587         Pavarde36587        1.96
Vardas29544         Pavarde29544        1.96
Vardas18660         Pavarde18660        1.96
Vardas28393         Pavarde28393        1.96
Vardas16917         Pavarde16917        1.96
Vardas74069         Pavarde74069        1.96
Vardas60263         Pavarde60263        1.96
Vardas1008          Pavarde1008         1.96
Vardas93186         Pavarde93186        1.96
Vardas32036         Pavarde32036        1.96
Vardas92640         Pavarde92640        1.96
Vardas93316         Pavarde93316        1.96
Vardas68038         Pavarde68038        1.96
Vardas58562         Pavarde58562        1.96
Vardas1101          Pavarde1101         1.96
Vardas23827         Pavarde23827        1.96
Vardas5420          Pavarde5420         1.96
Vardas65221         Pavarde65221        1.96
Vardas96803         Pavarde96803        1.96
Vardas84440         Pavarde84440        1.96
Vardas64131         Pavarde64131        1.96
Vardas29695         Pavarde29695        1.96
Vardas90988         Pavarde90988        1.96
Vardas77079         Pavarde77079        1.96
Vardas44060         Pavarde44060        1.96
Vardas52160         Pavarde52160        1.96
Vardas56867         Pavarde56867        1.96
Vardas9803          Pavarde9803         1.96
Vardas570           Pavarde570          1.96
Vardas15083         Pavarde15083        1.96
Vardas27526         Pavarde27526        1.96
Vardas68345         Pavarde68345        1.96
Vardas15485         Pavarde15485        1.96
Vardas28219         Pavarde28219        1.96
Vardas24126         Pavarde24126        1.96
Vardas84562         Pavarde84562        1.96
Vardas73763         Pavarde73763        1.96
Vardas44166         Pavarde44166        1.96
Vardas22431         Pavarde22431        1.96
Vardas41693         Pavarde41693        1.96
Vardas24762         Pavarde24762        1.96
Vardas85718         Pavarde85718        1.96
Vardas49402         Pavarde49402        1.96
Vardas8089          Pavarde8089         1.96
Vardas586           Pavarde586          1.96
Vardas85317         Pavarde85317        1.96
Vardas95285         Pavarde95285        1.96
Vardas92575         Pavarde92575        1.96
Vardas86118         Pavarde86118        1.96
Vardas88730         Pavarde88730        1.96
Vardas74964         Pavarde74964        1.96
Vardas77033         Pavarde77033        1.96
Vardas36935         Pavarde36935        1.96
Vardas81021         Pavarde81021        1.96
Vardas91275         Pavarde91275        1.96
Vardas61888         Pavarde61888        1.96
Vardas78616         Pavarde78616        1.96
Vardas27060         Pavarde27060        1.96
Vardas28469         Pavarde28469        1.96
Vardas42991         Pavarde42991        1.96
Vardas9762          Pavarde9762         1.96
Vardas66970         Pavarde66970        1.96
Vardas27006         Pavarde27006        1.96
Vardas78151         Pavarde78151        1.96
Vardas8826          Pavarde8826         1.96
Vardas43046         Pavarde43046        1.96
Vardas81851         Pavarde81851        1.96
Vardas56451         Pavarde56451        1.96
Vardas389           Pavarde389          1.96
Vardas64848         Pavarde64848        1.96
Vardas43113         Pavarde43113        1.96
Vardas82239         Pavarde82239        1.96
Vardas65574         Pavarde65574        1.96
Vardas24055         Pavarde24055        1.96
Vardas16163         Pavarde16163        1.96
Vardas73060         Pavarde73060        1.96
Vardas2826          Pavarde2826         2.00
Vardas55865         Pavarde55865        2.00
Vardas79072         Pavarde79072        2.00
Vardas32160         Pavarde32160        2.00
Vardas67949         Pavarde67949        2.00
Vardas48178         Pavarde48178        2.00
Vardas89526         Pavarde89526        2.00
Vardas20006         Pavarde20006        2.00
Vardas73714         Pavarde73714        2.00
Vardas16326         Pavarde16326        2.00
Vardas99350         Pavarde99350        2.00
Vardas29286         Pavarde29286        2.00
Vardas79601         Pavarde79601        2.04
Vardas24011         Pavarde24011        2.04
Vardas10572         Pavarde10572        2.04
Vardas87944         Pavarde87944        2.04
Vardas87394         Pavarde87394        2.04
Vardas77383         Pavarde77383        2.04
Vardas61241         Pavarde61241        2.04
Vardas14917         Pavarde14917        2.04
Vardas76045         Pavarde76045        2.04
Vardas77379         Pavarde77379        2.04
Vardas7221          Pavarde7221         2.04
Vardas21055         Pavarde21055        2.04
Vardas16783         Pavarde16783        2.04
Vardas82083         Pavarde82083        2.04
Vardas50489         Pavarde50489        2.04
Vardas38162         Pavarde38162        2.04
Vardas49035         Pavarde49035        2.04
Vardas69001         Pavarde69001        2.04
Vardas38198         Pavarde38198        2.04
Vardas88057         Pavarde88057        2.04
Vardas57383         Pavarde57383        2.04
Vardas51162         Pavarde51162        2.04
Vardas87344         Pavarde87344        2.04
Vardas55061         Pavarde55061        2.04
Vardas52173         Pavarde52173        2.04
Vardas5772          Pavarde5772         2.04
Vardas55137         Pavarde55137        2.04
Vardas89815         Pavarde89815        2.04
Vardas81962         Pavarde81962        2.04
Vardas17549         Pavarde17549        2.04
Vardas18445         Pavarde18445        2.04
Vardas14591         Pavarde14591        2.04
Vardas45343         Pavarde45343        2.04
Vardas67038         Pavarde67038        2.04
Vardas66091         Pavarde66091        2.04
Vardas96317         Pavarde96317        2.04
Vardas45247         Pavarde45247        2.04
Vardas55667         Pavarde55667        2.04
Vardas91795         Pavarde91795        2.04
Vardas10386         Pavarde10386        2.04
Vardas89601         Pavarde89601        2.04
Vardas69102         Pavarde69102        2.04
Vardas80226         Pavarde80226        2.04
Vardas75401         Pavarde75401        2.04
Vardas44947         Pavarde44947        2.04
Vardas51068         Pavarde51068        2.04
Vardas96412         Pavarde96412        2.04
Vardas75198         Pavarde75198        2.04
Vardas34587         Pavarde34587        2.04
Vardas38516         Pavarde38516        2.04
Vardas36432         Pavarde36432        2.04
Vardas20514         Pavarde20514        2.04
Vardas7800          Pavarde7800         2.04
Vardas79766         Pavarde79766        2.04
Vardas44664         Pavarde44664        2.04
Vardas62460         Pavarde62460        2.04
Vardas22212         Pavarde22212        2.04
Vardas47433         Pavarde47433        2.04
Vardas19599         Pavarde19599        2.04
Vardas53341         Pavarde53341        2.04
Vardas71067         Pavarde71067        2.04
Vardas62433         Pavarde62433        2.04
Vardas6800          Pavarde6800         2.04
Vardas13489         Pavarde13489        2.04
Vardas33342         Pavarde33342        2.04
Vardas68319         Pavarde68319        2.04
Vardas99365         Pavarde99365        2.04
Vardas13426         Pavarde13426        2.04
Vardas10023         Pavarde10023        2.04
Vardas88440         Pavarde88440        2.04
Vardas53364         Pavarde53364        2.04
Vardas12005         Pavarde12005        2.04
Vardas52283         Pavarde52283        2.04
Vardas85041         Pavarde85041        2.04
Vardas74409         Pavarde74409        2.04
Vardas79493         Pavarde79493        2.04
Vardas65877         Pavarde65877        2.04
Vardas2406          Pavarde2406         2.04
Vardas21179         Pavarde21179        2.04
Vardas5946          Pavarde5946         2.04
Vardas90611         Pavarde90611        2.04
Vardas14544         Pavarde14544        2.04
Vardas90485         Pavarde90485        2.04
Vardas91969         Pavarde91969        2.04
Vardas568           Pavarde568          2.04
Vardas15078         Pavarde15078        2.04
Vardas72282         Pavarde72282        2.04
Vardas65040         Pavarde65040        2.04
Vardas58402         Pavarde58402        2.04
Vardas79461         Pavarde79461        2.04
Vardas21886         Pavarde21886        2.04
Vardas6239          Pavarde6239         2.04
Vardas9955          Pavarde9955         2.04
Vardas9795          Pavarde9795         2.04
Vardas87024         Pavarde87024        2.04
Vardas47720         Pavarde47720        2.04
Vardas76307         Pavarde76307        2.04
Vardas3474          Pavarde3474         2.04
Vardas78160         Pavarde78160        2.04
Vardas78524         Pavarde78524        2.04
